time,completations,s,d,w,l,q,x
253.99073881025865,230,2.7315413575134713,0.881720596864988,3.613261954378457,3.2719706765681456,0.7984375266156609,2.4735331499524866
256.0743005243995,225,3.3157054971108817,0.8716269868020365,4.187332483912917,3.679204851681848,0.7658561270258032,2.913348724656046
256.0861927172489,257,2.909674340417677,1.0178522463346606,3.9275265867523377,3.941541408715565,1.0214843078120717,2.9200571009034935
255.76167965677666,262,3.1353324757365866,1.7973925448088248,4.932725020545415,5.053039834259846,1.8412330078996442,3.2118068263601987
255.43938272160472,272,2.745430195627538,1.2685347223860688,4.013964918013606,4.274197839295664,1.3507762225727755,2.9234216167228886
255.9206036635062,269,2.908597394230797,0.7345995397029221,3.6431969339337194,3.8293906828882633,0.7721428964738898,3.0572477864143734
256.4695145384376,238,2.885136024748996,1.1283182645170917,4.013454289266088,3.7244275311410195,1.0470630298433432,2.677364501297676
255.91158190110696,245,2.9766972115555217,1.5115303297753886,4.48822754133091,4.29685807675169,1.447081558575479,2.8497765181762107
256.03096122946454,257,3.0804318183247332,1.5732694659140398,4.653701284238773,4.67131484530679,1.5792240547717677,3.0920907905350217
258.00829056677776,256,3.0605331085955036,0.7484932581848813,3.809026366780385,3.779377584161003,0.7426671200154166,3.036710464145586
256.2731426902442,262,2.8690902759118644,0.9714533239722805,3.840543599884145,3.9263670496516325,0.9931620934167698,2.9332049562348628
256.33789736534027,229,2.9342224282259277,0.3411006839678978,3.2753231121938255,2.926016794244802,0.30472301377006694,2.621293780474735
256.5338129409165,274,3.0957670177108776,1.6278292107856056,4.723596228496484,5.045203795049523,1.7386604855009193,3.3065433095486036
257.19852606143377,241,3.2384939038844696,1.0666619806220654,4.305155884506535,4.034014440340339,0.9994829335395017,3.0345315068008376
257.121749644577,283,3.2509420903454123,2.659154620137295,5.910096710482707,6.504923723405763,2.9267876348037536,3.5781360886020086
255.38167578424282,257,2.9813582558913776,1.3122090571425222,4.2935673130339,4.3207751537426295,1.3205243745465154,3.0002507791961146
256.0238703745463,259,3.1868737246290615,4.5977435845253405,7.7846173091544015,7.875108989335241,4.6511896982495315,3.2239192910857097
255.36091353921802,253,3.1466225031989827,1.5834001956696637,4.7300226988686465,4.686291751654391,1.5687610290558474,3.1175307225985436
255.6270822868355,276,3.254044987664722,1.8054946487099734,5.059539636374695,5.462773846757358,1.9493886116683004,3.513385235089057
256.47073377365996,278,2.791588261014466,1.063248280128038,3.854836541142504,4.178428246644944,1.152501954224734,3.0259262924202095
257.7321112021946,260,2.6931015548827593,0.8944816543265706,3.58758320920933,3.6191518008505077,0.9023525591751256,2.716799241675382
255.8611318393696,229,2.6288709024543113,0.4283068667860535,3.057177769240365,2.7362253270870567,0.3833418221396074,2.3528835049474495
256.7660223679695,259,3.241711205607959,4.224456220280322,7.466167425888281,7.53112637517841,4.261210852441401,3.269915522737008
256.5264703954108,278,2.8785663707492946,3.2101833293197175,6.088749700069012,6.598431787604976,3.4789040061841776,3.119527781420798
256.24155428198355,280,2.7660737133834052,1.0467315502974088,3.812805263680814,4.166324532420659,1.1437833918254585,3.0225411405952003
256.71584379719116,280,2.982453217133918,1.6796435688593745,4.662096785993293,5.084949494232988,1.831987431411394,3.252962062821594
256.06483013583875,274,2.88760232801986,0.7033538190881256,3.590956147107985,3.842472173104098,0.7526177895180363,3.0898543835860615
257.03691426700425,271,3.132747735549802,2.73038291426411,5.863130649813912,6.181635080045535,2.8787062429365573,3.3029288371089778
255.97364450693385,245,3.100330639573258,1.362299757386022,4.46263039695928,4.271316484011724,1.303897677444423,2.967418806567301
255.84006613909241,256,3.0031320847720195,1.3589761645471974,4.362108249319217,4.364835143603364,1.3598257042934827,3.005009439309881
256.8142673144366,273,2.6554338443952825,1.0956073837233973,3.75104122811868,3.9874507985282572,1.1646580966246565,2.8227927019036008
